Title, Birthyear, occupationgroup
"Angus_Stewart,_Lord_Stewart",1948,judiciary
Angus_Talbot,1936,"['retirement', 'land and environment court of new south wales']"
Angus_Taylor_(politician),1966,politician
Angus_Watson,,author/journalist
Angus_Wilson,,author/journalist
Angus_Wilton_McLean,,politician
Angélica_Lozano_Correa,1975,office_holder
Anibal_João_Melo,1955,[]
Anicet-Georges_Dologuélé,,office_holder
Anies_Baswedan,1969,office_holder
Anifah_Aman,1953,politician
Anika_Knudsen,1979,['model']
Anika_Noni_Rose,1972,actor
Anil_Aggrawal,1956,medical
Anil_Ambani,1959,['reliance anil dhirubhai ambani group']
Anil_Bhardwaj,1967,academic
Anil_Chavda,,author/journalist
Anil_Chitrakar,1961,[]
Anil_Desai,,office_holder
Anil_Dharker,,[]
Anil_Goonaratne,,judiciary
Anil_K._Bera,1955,academic
"Anil_K._Jain_(computer_scientist,_born_1948)",,academic
Anil_K._Rajvanshi,,academic
Anil_Kakodkar,,academic
Anil_Kumar,1958,"['consultant', 'management']"
Anil_Kumar_Bajpai,,office_holder
Anil_Kumar_Bhattacharya,1915,academic
Anil_Kumar_Tyagi,1951,academic
Anil_Moonesinghe,,politician
Anil_Relia,1957,['private collection']
Anil_Sahasrabudhe,,[]
Anil_Shirole,1950,office_holder
Anil_Srivastava,,office_holder
Anil_Vij,,politician
Anind_Dey,1970,academic
Anindya_Kusuma_Putri,1992,['beauty queen']
Anindya_Sen,,academic
Anindya_Sinha,,academic
Aninhalli_Vasavi,1958,['nehru memorial museum & library']
Aniru_Conteh,1942,medical
Anis_Ahmad,1944,academic
Anis_Ahmed_(military_officer),,office_holder
Anis_Alamgir,,author/journalist
Anis_Nagi,,author/journalist
Anisa_Guajardo,1991,athlete
Anisa_Hajimumin,,politician
Anish_Kapoor,,artist
Anisha_Singh,,['mydala']
Anisul_Hoque,1965,[]
Anisur_Rahman_(politician),,office_holder
Anita_Alvarez,1960,politician
Anita_Bonds,,office_holder
Anita_Decker_Breckenridge,1978,office_holder
Anita_Desai,,author/journalist
Anita_Diamant,,author/journalist
Anita_Dunn,,office_holder
Anita_Florence_Hemmings,1872,[]
Anita_Goel,,academic
Anita_Hamilton,,author/journalist
Anita_Hill,1956,[]
Anita_Howard,1969,athlete
Anita_K._Blair,1950,office_holder
Anita_K._Jones,1942,[]
Anita_L._Allen,1953,academic
Anita_Mehta,,academic
Anita_Nair,1966,author/journalist
Anita_Padilla,,author/journalist
Anita_Phillips,1945,office_holder
Anita_Roberts,1942,academic
Anita_Sarkeesian,,[]
Anita_Shapira,,academic
Anita_Summers,,academic
Anita_Thigpen_Perry,,office_holder
Anita_Ušacka,1952,judiciary
Anita_Vandenbeld,,politician
Anita_Werner,1978,actor
Anita_Zucker,1962,[]
Anitere_Flores,,office_holder
Anitra_Rasmussen,,office_holder
Anitra_Thorhaug,,academic
Anja_Cetti_Andersen,1965,academic
Anja_Hajduk,1963,office_holder
Anja_Hazekamp,1968,office_holder
Anja_Weisgerber,,office_holder
Anjali_Bansal,,[]
Anjali_Joseph,1978,[]
Anjali_World,1992,[]
Anjan_Chatterjee_(neuroscientist),1958,academic
Anjan_Contractor,1979,['mechanical engineering']
Anjem_Choudary,,office_holder
Anjli_Jain,1981,[]
Anjo_Caram,1991,athlete
Anju_Dhillon,,politician
Anjum_Rajabali,1958,actor
Ank_Bijleveld,1962,politician
Anke_Eißmann,,artist
Ankie_Broekers-Knol,1946,politician
Ankita_Diwekar_Kabra,1980,['fountainhead school']
Ankita_Makwana,,[]
Ankita_Shorey,1987,"['model (people)', 'beauty queen']"
Ankita_Tiwana,,athlete
Ankur_Betageri,1983,author/journalist
Ankur_Garg,1982,['iforindia']
Ankur_Jain,1990,['kairos society']
Ann-Blair_Thornton,1989,['beauty queen']
Ann-Margaret_Ferrante,,office_holder
Ann-Margret,1941,[]
Ann_(Andini)_Makosinski,1997,[]
Ann_Abraham,1952,office_holder
Ann_Aiken,1951,judiciary
Ann_Aldrich,1927,judiciary
Ann_Althouse,1951,[]
Ann_B._Davis,1926,[]
Ann_Bartlett,1920,office_holder
Ann_Bedsole,1930,business_person
Ann_Bishop_(biologist),1899,academic
Ann_Bowtell,1938,['first civil service commissioner']
Ann_Brickley,1955,"['engineer', 'consultant']"
Ann_Callis,1964,judiciary
Ann_Carter,1936,actor
Ann_Cavoukian,,office_holder
Ann_Chiang,,office_holder
Ann_Claire_Williams,1949,office_holder
Ann_Clemmer,1958,office_holder
Ann_Clwyd,,politician
Ann_Coffey,,politician
Ann_Coody,,office_holder
Ann_Copestake,,academic
Ann_Cryer,,politician
Ann_D._Gordon,,author/journalist
Ann_D._Montgomery,1949,office_holder
Ann_Devroy,1948,['political journalism']
Ann_Die_Hasselmo,,[]
Ann_Donnelly,1959,office_holder
Ann_Dowling,1952,academic
Ann_Dummett,1930,[]
Ann_Dunham,1942,['anthropology']
Ann_E._Rondeau,,['military person']
Ann_E._Wehrle,,academic
Ann_Fienup-Riordan,1948,academic
Ann_Fowler,1948,['beauty queen']
Ann_Friedman,1982,[]
Ann_Goldstein,1957,artist
Ann_Granger,,author/journalist
Ann_Hamilton_(artist),,artist
Ann_Harada,1964,[]
Ann_Heberlein,1970,author/journalist
Ann_Herendeen,,author/journalist
Ann_Hopkins,1943,['management accounting']
Ann_Hould-Ward,1954,artist
Ann_Ireland,,author/journalist
Ann_Jellicoe_(educationalist),1823,['teacher']
Ann_K._Covington,,judiciary
Ann_Keen,,politician
Ann_Kirkpatrick,1950,office_holder
Ann_Kobayashi,1937,office_holder
Ann_Leahy,1971,office_holder
Ann_Lenczewski,1960,office_holder
Ann_Levine,1974,[]
Ann_Lewis,,politician
Ann_Liguori,,athlete
Ann_Lininger,,office_holder
Ann_Louise_Gittleman,1949,[]
Ann_Lynch,1964,office_holder
Ann_M._Blair,1961,academic
Ann_M._Martin,,author/journalist
Ann_M._O'Leary,,office_holder
Ann_M._Ravel,,politician
Ann_Marie_Buerkle,1951,judiciary
Ann_Marie_Fleming,1962,[]
Ann_Mary_Dussault,,office_holder
Ann_Mather,1960,[]
Ann_McKee,1953,academic
Ann_McLane_Kuster,1956,office_holder
Ann_McLaughlin_Korologos,,office_holder
Ann_Mische,,academic
Ann_Monroe_Gilchrist_Strong,1875,[]
Ann_Oakley,,author/journalist
Ann_Ormonde,,politician
"Ann_Paton,_Lady_Paton",1952,judiciary
Ann_Petry,,author/journalist
Ann_Power,1962,judiciary
Ann_Rest,1942,office_holder
Ann_Richards,,office_holder
Ann_Richardson_(oncologist),,academic
Ann_Romney,,office_holder
Ann_Sothern,1909,[]
Ann_Stepan,,office_holder
Ann_Stock,,[]
Ann_Stuart,,[]
Ann_Sumner,,[]
Ann_Swidler,,['sociology']
Ann_Symonds,1939,office_holder
Ann_Taves,1952,[]
"Ann_Taylor,_Baroness_Taylor_of_Bolton",,office_holder
Ann_Veneman,,office_holder
Ann_Wagner,,office_holder
Ann_Walsh_Bradley,,office_holder
Ann_Walton_Kroenke,1948,[]
Ann_Weiser_Cornell,1949,[]
Ann_Widdecombe,,politician
Ann_Williams_(politician),1968,office_holder
Ann_Wolpert,1943,['librarian']
Ann_Wynia,1943,office_holder
Ann_Z._Caracristi,1921,office_holder
Anna-Greta_Leijon,,office_holder
AnnaMaria_Cardinalli,1979,[]
AnnaSophia_Robb,1993,[]
Anna_Adams_(poet),1926,author/journalist
Anna_Anthropy,,[]
Anna_Azari,,['ambassador']
Anna_Baetjer,1899,academic
Anna_Baltzer,1979,['public speaking']
Anna_Baranowsky,,[]
Anna_Bligh,,office_holder
Anna_Border,1952,office_holder
Anna_Botting,1967,[]
Anna_Brelsford_McCoy,1940,artist
Anna_Breytenbach,1968,['interspecies communication']
Anna_Brożek,1980,[]
Anna_Burke,,politician
Anna_C._Chave,,academic
Anna_C._Little,1967,office_holder
Anna_Caballero,1955,office_holder
Anna_Canzano,1976,"['news presenter', 'broadcast journalism']"
Anna_Chapin_Ray,1865,[]
Anna_Chlumsky,1980,actor
Anna_Christina_Nobre,1963,academic
Anna_Crook,1934,office_holder
Anna_Diamantopoulou,1959,office_holder
Anna_Diggs_Taylor,1932,judiciary
Anna_Dominiczak,1954,medical
Anna_Dumitriu,,artist
Anna_Escobedo_Cabral,,office_holder
Anna_Eshoo,,politician
Anna_Essinger,1879,['bunce court school']
Anna_Faris,1976,[]
Anna_Geifman,1962,academic
Anna_Goldfeder,1898,academic
Anna_Goldsworthy,1974,author/journalist
Anna_Gunn,1968,[]
Anna_Gustafsson_Chen,,author/journalist
Anna_Harriet_Heyer,1909,"['university of north texas', 'texas christian university', 'music librarianship']"
Anna_Hill_Johnstone,1913,['costume designer']
Anna_Holmes,,[]
Anna_Hopkins,1987,[]
Anna_Howard_Shaw,1847,"['temperance movement', ""women's suffrage""]"
Anna_J._Brown,1952,judiciary
Anna_J._Harrison,,academic
Anna_Kinberg_Batra,1970,office_holder
Anna_King_(artist),1984,artist
Anna_Kingsford,1846,[]
Anna_Komorowska,1953,office_holder
Anna_Kooiman,1984,[]
Anna_Korondi,1960,['soprano']
Anna_Kravtchenko,,[]
Anna_Krupka,,office_holder
Anna_Laura_Bryan,,['beauty queen']
Anna_Lo,1950,office_holder
Anna_Louise_Strong,1885,[]
Anna_MacKinnon,1957,office_holder
Anna_Maria_Chávez,1968,[]
Anna_Maria_Corazza_Bildt,,office_holder
Anna_Maria_Jopek,1970,[]
Anna_McGahan,1988,actor
Anna_Moeller,,office_holder
Anna_Novakov,,office_holder
Anna_Olsson_(author),1866,author/journalist
Anna_Parzymies,1939,[]
Anna_Pauffley,1956,judiciary
Anna_Peterson,,office_holder
Anna_Politkovskaya,,author/journalist
Anna_Popplewell,1988,[]
Anna_Radziwiłł,1939,[]
Anna_Rawson,,athlete
Anna_Rose,1983,['environmentalism']
Anna_Salamon,1980,"['mathematician', 'research', 'nonprofit organization']"
Anna_Schchian,1905,academic
Anna_Schuleit,1974,artist
Anna_Schwartz,,academic
Anna_Silk,1974,[]
Anna_Skellern,1985,actor
Anna_Soubry,1956,office_holder
Anna_Tibaijuka,,office_holder
Anna_Tovar,,office_holder
Anna_Weber-van_Bosse,1852,academic
Anna_Whelan_Betts,1873,artist
Anna_Wills,1984,office_holder
Anna_Zalewska,,office_holder
Anna_Zinkeisen,1901,artist
Anna_Záborská,,politician
Annabel_Arden,1959,[]
Annabel_Goldie,,office_holder
Annabel_Palma,,office_holder
Annabelle_Ewing,,politician
Annabelle_Jaramillo,,politician
Annabeth_Robinson,0015,['leeds college of art']
Annalee_Newitz,1969,author/journalist
Annaleigh_Ashford,1985,[]
Annalise_Pickrel,,athlete
Annamalai_Varadaraja_Perumal,,office_holder
Annamaria_Cancellieri,1943,office_holder
Annamaria_Lusardi,,academic
Annamarie_Jagose,1965,author/journalist
Annastacia_Palaszczuk,1969,office_holder
Anne-Christine_Davis,,academic
Anne-Marie_Lizin,,office_holder
Anne-Marie_Mineur,1967,office_holder
Anne-Marie_Slaughter,,academic
Anne-Marie_Trevelyan,,politician
Anne_Anastasi,,academic
Anne_Anderson_(diplomat),1952,"['monaco', 'united nations']"
Anne_Applebaum,1964,[]
Anne_Armstrong,,office_holder
Anne_Azza_Aly,,['list of political theorists']
Anne_B._Crockett-Stark,1942,office_holder
Anne_B._Kerr,,office_holder
Anne_Barton,1933,author/journalist
Anne_Begg,,politician
Anne_Braden,1924,[]
Anne_Bremner,1958,[]
Anne_Brunet,,academic
Anne_Castles,,academic
Anne_Clutterbuck,1961,business_person
Anne_Cluysenaar,1936,author/journalist
Anne_Cooke,,academic
Anne_Cutler,,academic
Anne_Dambricourt-Malassé,1959,academic
Anne_Davies_(academic),,[]
Anne_Dejean-Assémat,1957,[]
Anne_Doherty,1928,[]
Anne_Doyle,1952,['news presenter']
Anne_E._Derse,1954,office_holder
Anne_Elise_Thompson,1934,judiciary
Anne_Enright,1962,author/journalist
Anne_Fadiman,1953,[]
Anne_Fausto-Sterling,,academic
Anne_Fernald,,academic
Anne_Ferris,,office_holder
Anne_Fine,,author/journalist
Anne_Firth_Murray,,['global fund for women']
Anne_Fortier,,author/journalist
Anne_Friedberg,,[]
Anne_Glover_(biologist),,academic
Anne_Gonzales,1963,office_holder
Anne_Gorsuch_Burford,,office_holder
Anne_Goulding,1966,academic
Anne_Gust,1958,office_holder
Anne_Hajek,,office_holder
Anne_Harris_(sculptor),1928,artist
Anne_Haskell,,office_holder
Anne_Hendershott,1949,author/journalist
Anne_Henderson,1949,author/journalist
Anne_Henrietta_Martin,1875,author/journalist
Anne_Hollinghurst,,religious_figure
Anne_Homer,1907,[]
Anne_Hunter_Popkin,1945,author/journalist
Anne_Judell,,artist
Anne_Kaiser,1968,office_holder
Anne_Kansiime,1987,[]
Anne_Kenney,,[]
Anne_Lawrence,1950,"['sexology', 'psychologist', 'anesthesiologist']"
Anne_Leinonen,1973,[]
Anne_M._Gannon,1947,politician
Anne_M._Lofaso,1965,academic
Anne_M._Mulcahy,1952,[]
Anne_MacKenzie_(journalist),1960,[]
Anne_Mactavish,,judiciary
Anne_Main,,politician
Anne_Makinda,1949,office_holder
Anne_Malecela,1956,office_holder
Anne_Mandall_Johnson,1954,academic
Anne_Marie_McEvoy,,actor
Anne_Marie_Morris,1957,politician
Anne_Marie_Pace,,[]
Anne_Marie_Rafferty,1958,"[""king's college london""]"
Anne_McElvoy,1965,author/journalist
Anne_McEwen_(politician),,politician
Anne_McGuire,,politician
Anne_McIntosh,,politician
Anne_McLaren,,academic
Anne_McLaughlin,,politician
Anne_Milgram,1970,office_holder
Anne_Mills,1951,academic
Anne_Milton,,politician
Anne_Morrow_Lindbergh,1906,[]
Anne_Nicol_Gaylor,1926,['freedom from religion foundation']
Anne_Northup,,politician
Anne_Osborn_Krueger,1934,office_holder
Anne_Pincus,1961,artist
Anne_Plunkett,1952,[]
Anne_Pressly,1982,['news presenter']
Anne_Pringle,1955,politician
Anne_Quast,1937,athlete
Anne_Rice,1941,author/journalist
Anne_Robert_Jacques_Turgot,,academic
Anne_Rudloe,,academic
Anne_Ruston,1963,office_holder
Anne_S._Ferro,1958,office_holder
Anne_Salmond,1945,academic
Anne_Sargeant,1957,athlete
Anne_Sayre,1923,author/journalist
Anne_Sewell_Young,,academic
Anne_Simonett,1952,politician
Anne_Sjerp_Troelstra,1939,academic
"Anne_Smith,_Lady_Smith",,judiciary
Anne_Spencer,,author/journalist
Anne_Stine_Ingstad,,academic
Anne_Taintor,1953,[]
Anne_Tamar-Mattis,,judiciary
Anne_Tompkins,1962,office_holder
Anne_Trefethen,,[]
Anne_Treisman,,academic
Anne_Tyler,,author/journalist
Anne_Tyng,,['architect']
Anne_Ulrich,1966,academic
Anne_W._Armstrong,1872,author/journalist
Anne_W._Patterson,,['ambassador']
Anne_Waiguru,,office_holder
Anne_Waldman,,author/journalist
Anne_Warburton,1927,[]
Anne_Washburn,,author/journalist
Anne_Wexler,1930,politician
Anne_Wilson_(artist),1949,artist
Anne_Windfohr_Marion,,[]
Anne_Wojcicki,1973,['genomics']
Anne_X._Alpern,1903,judiciary
Anne_Zerr,1954,office_holder
Anne_de_Graaf,,author/journalist
Annegret_Kramp-Karrenbauer,1962,office_holder
Anneke_Levelt_Sengers,,academic
Annelie_Lotriet,,politician
Annelies_Verbeke,1976,author/journalist
Anneline_Kriel,1955,[]
Annemarie_Huber-Hotz,,office_holder
Annet_Nakawunde_Mulindwa,,['bank']
Annette_Beck-Sickinger,1960,academic
Annette_Bening,1958,[]
Annette_Cleveland,,office_holder
Annette_D'Agostino_Lloyd,1962,['silent film']
Annette_Dolphin,,academic
Annette_Frances_Braun,,academic
Annette_Gordon-Reed,1958,academic
Annette_Huber-Klawitter,1967,academic
Annette_Lu,,politician
Annette_Markert,,['mezzo-soprano']
Annette_Meeks,1960,politician
Annette_Nazareth,1956,office_holder
Annette_Quijano,1962,office_holder
Annette_Robinson,,office_holder
Annette_Schavan,,office_holder
Annette_Strauss,,office_holder
Annette_Trimbee,,office_holder
Annette_W._Coleman,,[]
Annette_Watts,1959,athlete
Annette_Winkler,1959,['chief executive officer']
Annette_Ziegler,1964,office_holder
Anni_Sinnemäki,,artist
Annie_Crawley,,academic
Annie_E._Clark,1989,[]
Annie_Elizabeth_Delany,,academic
Annie_Glenn,1920,[]
Annie_Harvilicz,0029,medical
Annie_Laurie_Gaylor,1955,[]
Annie_Leonard,1964,author/journalist
"Annie_Llewelyn-Davies,_Baroness_Llewelyn-Davies_of_Hastoe",1915,office_holder
Annie_Lowrey,1984,author/journalist
Annie_Lööf,1983,politician
Annie_Martin_(artist),1957,artist
Annie_Mumolo,1973,author/journalist
Annie_Parisse,1975,[]
Annie_Praed,1948,[]
Annie_Proulx,,author/journalist
Annie_Romein-Verschoor,1895,author/journalist
Annie_Smith_Peck,1850,['mountaineering']
Annie_Walke,1888,artist
Annie_Warren_Gill,,medical
Annie_Wu_(artist),1988,[]
Annika_Falkengren,1962,[]
Annika_Mombauer,1967,[]
Annika_Sörenstam,,athlete
Annise_Parker,,office_holder
Annisul_Huq,,office_holder
Annmarie_Adams,1960,medical
Annuar_Musa,1956,politician
Annuar_Rapaee,1963,politician
Anny_Cazenave,,academic
Anocha_Suwichakornpong,1976,author/journalist
Anoka_Primrose_Abeyrathne,,business_person
Anon_San-Mhard,,athlete
Anon_Sangsanoi,,athlete
Anoop_Kumar_Mittal,1960,['national buildings construction corporation']
Anoop_Menon,1976,author/journalist
Anote_Tong,,office_holder
Anoulack_Chanthivong,,politician
Anousheh_Ansari,1966,business_person
Anquell_McCollum,1973,athlete
Anri_Jergenia,,office_holder
Anrijs_Matīss,1973,office_holder
Ansar_Pervaiz,1949,academic
Ansel_Briggs,,office_holder
Anselmo_Alliegro_y_Milá,,office_holder
Anselmo_José_Braamcamp,1817,politician
Anselmo_Sule,1934,politician
Anshu_Jain,1963,[]
Anshul_Tewari,,author/journalist
Anshuman_Tiwari,,author/journalist
Ansif_Ashraf,1983,[]
Anson_Burlingame,,politician
Anson_Chan,,office_holder
Anson_Dorrance,,athlete
Anson_Harrold,1870,athlete
Anson_S._Marshall,1822,office_holder
Ant_Strachan,,athlete
Antal_Jákli,1958,academic
Antanas_Kavaliauskas,,athlete
Antanas_Merkys,,office_holder
Antanas_Mockus,,politician
Ante_Jazić,,athlete
Ante_Marković,,office_holder
Ante_Nikšić,1892,office_holder
Ante_Pavelić,,politician
Ante_Pavelić_(1869–1938),1869,politician
Ante_Starčević,1823,[]
Ante_Trumbić,,politician
Antero_de_Quental,,artist
Anthea_McIntyre,1954,politician
Anthonie_Gronum,1985,athlete
Anthonius_Triest,,religious_figure
Anthony_A._Alaimo,1920,judiciary
Anthony_A._Fleger,,office_holder
Anthony_A._Hyman,1962,academic
Anthony_A._Williams,,office_holder
Anthony_Adducci,1937,business_person
Anthony_Albanese,,office_holder
Anthony_Alix,1986,athlete
Anthony_Allison,1987,athlete
Anthony_Aniagolu,,judiciary
"Anthony_Ashley_Cooper,_1st_Earl_of_Shaftesbury",,office_holder
Anthony_Augustine,1980,athlete
Anthony_B._Pinn,,academic
Anthony_Babington_(politician),1877,office_holder
Anthony_Bailey_(author),,author/journalist
Anthony_Bailey_(campaigner),1970,"['public relations', 'diplomat', 'fundraising', 'civil society campaign']"
Anthony_Bamford,1945,[]
Anthony_Bannon,1943,academic
Anthony_Baratta_(designer),1959,[]
Anthony_Barrowclough,1924,office_holder
Anthony_Bate,1927,[]
Anthony_Bebbington,1962,academic
Anthony_Bell,1964,athlete
Anthony_Benn_(Recorder_of_London),,judiciary
Anthony_Blackwall,1672,[]
Anthony_Blue,1964,athlete
Anthony_Boric,,athlete
Anthony_Bowie,,athlete
Anthony_Bozzella,,athlete
Anthony_Brindisi,,office_holder
Anthony_Burgess,,author/journalist
Anthony_C._Beilenson,,politician
Anthony_C._Ferrante,,author/journalist
Anthony_Campanile,1982,athlete
Anthony_Cannella,1969,business_person
Anthony_Carbines,1973,office_holder
Anthony_Carmona,1953,office_holder
Anthony_Caro,,artist
Anthony_Carter,,athlete
Anthony_Cartwright_(writer),1973,author/journalist
Anthony_Carwardine,1938,['royal australian navy']
Anthony_Casalena,1982,['squarespace']
Anthony_Catanese,,office_holder
Anthony_Cerami,1940,academic
Anthony_Cheetham,,academic
Anthony_Chenevix-Trench,1919,[]
Anthony_Chez,1872,athlete
Anthony_Chiasson,1973,['hedge fund']
Anthony_Chisholm_(politician),,office_holder
Anthony_Clark_Arend,1958,[]
"Anthony_Clarke,_Baron_Clarke_of_Stone-cum-Ebony",,judiciary
Anthony_Clifford_Allison,1925,medical
Anthony_Como,1974,politician
Anthony_Cooke_(Royal_Navy_officer),,['military person']
Anthony_Cordesman,1939,[]
Anthony_Cortese,1947,academic
Anthony_Cottrell_(rugby_union),,athlete
Anthony_Cronin,,artist
Anthony_Crosland,,office_holder
Anthony_D._Galluccio,1969,politician
Anthony_D._Smith,1939,"['sociology', 'ethnography']"
Anthony_David_(neuropsychiatrist),,academic
"Anthony_Davis_(running_back,_born_1982)",1982,athlete
Anthony_DeLuca_(Illinois_politician),1970,office_holder
Anthony_DeVitis,1969,business_person
Anthony_Del_Col,,[]
Anthony_DiMarzo,,athlete
Anthony_DiPaolo,1958,"['president', 'chief executive officer']"
Anthony_Di_Biase,1988,athlete
Anthony_Diallo,1956,office_holder
Anthony_Dickenson,,academic
Anthony_Diekema,1933,[]
Anthony_Doerr,,author/journalist
Anthony_Dominic_Pellicer,1824,[]
Anthony_Downs,,academic
Anthony_Dryden_Marshall,1924,[]
Anthony_Eisley,1925,[]
Anthony_Evans_(basketball),1970,athlete
Anthony_F._C._Wallace,1923,academic
Anthony_F._Hill,,academic
Anthony_Fainga'a,1987,athlete
Anthony_Fernandez,1982,athlete
Anthony_Finkelstein,1959,academic
Anthony_Fiorillo,,academic
Anthony_Fisher,,religious_figure
Anthony_Foley,,athlete
Anthony_Foriest,,office_holder
Anthony_Foxx,1971,office_holder
Anthony_Frederick,,athlete
Anthony_French,1920,academic
Anthony_G._Amsterdam,1935,academic
Anthony_G._Brown,,office_holder
Anthony_Garner,1927,politician
Anthony_Gate,,[]
Anthony_Gates,,office_holder
Anthony_Giddens,,academic
Anthony_Giuliano,1898,office_holder
Anthony_Goldbloom,1983,['chief executive officer']
Anthony_Goldwire,,athlete
"Anthony_Grabiner,_Baron_Grabiner",1945,office_holder
Anthony_Grant,,athlete
Anthony_Grant_(Jamaican_footballer),1989,athlete
Anthony_Gregorc,,academic
"Anthony_Guarisco,_Jr.",1938,judiciary
"Anthony_Gueterbock,_18th_Baron_Berkeley",,office_holder
Anthony_Gustav_de_Rothschild,1887,[]
Anthony_H._Williams,1957,office_holder
Anthony_Habgood,1946,[]
Anthony_Hallam,1933,academic
Anthony_Hamilton_(soccer),1985,athlete
Anthony_Henniker-Gotley,1887,athlete
Anthony_Hensley,1953,office_holder
Anthony_Heward,1918,['military person']
Anthony_Higgins_(politician),,office_holder
Anthony_Horowitz,,author/journalist
Anthony_Housefather,,politician
Anthony_Howell_(admiral),1947,['military person']
"Anthony_Hughes,_Lord_Hughes_of_Ombersley",,office_holder
Anthony_Hunt,1932,['engineer']
Anthony_Ichiro_Sanda,1944,academic
Anthony_J._Battaglia,1949,office_holder
Anthony_J._Celebrezze,,politician
Anthony_J._Celebrezze_Jr.,,office_holder
Anthony_J._Griffin,,politician
Anthony_James_Barr,1940,"['programming language', 'invention', 'software engineer']"
Anthony_James_Hall,1951,[]
Anthony_James_Leggett,,academic
Anthony_James_Merrill_Spencer,,academic
Anthony_Jenkins,1967,[]
Anthony_Jennings,1994,athlete
Anthony_Johnson_(basketball),,athlete
Anthony_Johnstone-Burt,1958,['military person']
Anthony_Jones_(American_football),1960,athlete
Anthony_Joseph_Scirica,,office_holder
Anthony_Julian,1902,office_holder
Anthony_Kang,1972,athlete
Anthony_Kelly_(lacrosse),1980,athlete
Anthony_Kennedy,1936,judiciary
Anthony_Kim,1985,athlete
Anthony_L._Gardner,,['ambassador']
Anthony_L._Komaroff,1941,academic
Anthony_L._Turkevich,1916,academic
Anthony_Laciura,1951,[]
Anthony_Lake,,office_holder
Anthony_Latina,1973,athlete
Anthony_Lawlor,,office_holder
Anthony_Lazzaro_(university_administrator),1921,[]
Anthony_Lee-Ingram,,athlete
Anthony_Leeds,1925,['anthropology']
Anthony_Leiserowitz,,academic
Anthony_Lemke,,actor
Anthony_Leocadia_Fletcher,1909,['indian civil service (british india)']
Anthony_Lewis,1927,[]
"Anthony_Lloyd,_Baron_Lloyd_of_Berwick",,judiciary
Anthony_Low,1927,[]
Anthony_Lowe,1962,academic
Anthony_Lupo,,academic
Anthony_Lyn,1965,[]
Anthony_Lynham,,politician
Anthony_M._Johnson,1954,academic
Anthony_M._Solomon,,office_holder
Anthony_Mackie,1978,[]
Anthony_Maher_(soccer),1979,athlete
Anthony_Marx,1959,['new york public library']
Anthony_McCarten,1961,author/journalist
Anthony_McCowan,1928,judiciary
Anthony_Merchant,1944,office_holder
"Anthony_Myles_(basketball,_born_1982)",,athlete
Anthony_Nelson,,politician
Anthony_Noto,1968,['chief financial officer']
Anthony_O'Garro,1987,athlete
Anthony_O'Regan,,religious_figure
Anthony_Onah,1983,author/journalist
Anthony_P._Capozzi,1945,judiciary
Anthony_Pagden,1945,academic
Anthony_Palumbo,,office_holder
Anthony_Panizzi,,academic
Anthony_Pawson,,academic
Anthony_Perenise,1982,athlete
Anthony_Peters,1983,athlete
Anthony_Petruccelli,1972,office_holder
Anthony_Pigott,1944,['military person']
Anthony_Poindexter,1976,athlete
Anthony_Portantino,,office_holder
Anthony_Pratkanis,1957,academic
Anthony_Pratt_(businessman),1960,[]
Anthony_Priddis,1948,religious_figure
Anthony_Principi,,office_holder
Anthony_Pritzker,1961,[]
Anthony_Purpura,1986,athlete
Anthony_R._Barringer,1925,academic
Anthony_R._Hunter,1943,academic
Anthony_R._Parnther,1943,"['conducting', 'music director']"
Anthony_Reddick,1985,athlete
Anthony_Rushton,1971,['telemetry (company)']
Anthony_Russell,,religious_figure
Anthony_Russo_(whistleblower),1936,[]
Anthony_S._Fauci,,academic
Anthony_Sagnella,1964,athlete
Anthony_Salveyn,,[]
Anthony_Savage,1893,athlete
Anthony_Scaramucci,1964,[]
Anthony_Seldon,1953,[]
Anthony_Semerad,1991,athlete
Anthony_Shadid,1968,[]
Anthony_Shaffer_(intelligence_officer),1962,[]
Anthony_Shavies,1983,athlete
Anthony_Shorris,1957,office_holder
Anthony_Shriver,,office_holder
Anthony_Skingsley,1933,['military person']
Anthony_Smart,,office_holder
Anthony_Smith_(explorer),1926,author/journalist
Anthony_Steen,,politician
Anthony_Stevens-Arroyo,1941,[]
Anthony_T._Kane,,judiciary
Anthony_Thirlwall,1941,academic
Anthony_Traill_(linguist),,academic
Anthony_Trewavas,,academic
Anthony_Venables,1953,academic
Anthony_Vázquez,1988,athlete
Anthony_W._Ishii,1946,office_holder
Anthony_W._Miller,,office_holder
Anthony_W._Norman,1938,medical
Anthony_Wager,1932,[]
Anthony_Waichulis,1972,artist
Anthony_Wall_(film-maker),,[]
Anthony_Watson_(rugby_union),1994,athlete
Anthony_Watts_(biophysicist),1950,[]
Anthony_Watts_(blogger),1958,['blog']
Anthony_Watts_(geologist),1945,academic
Anthony_Weiner,,politician
Anthony_Whitaker,,academic
Anthony_Wilkerson,1992,athlete
Anthony_William_Thomas,1949,academic
Anthony_Wood,1632,['antiquarian']
Anthony_Woods,1980,['white house fellows']
Anthony_Yeo,,[]
Anthony_Yezer,,academic
Anthony_Zee,,academic
Anthony_Zuzzio,1916,athlete
Antigirl,0008,artist
Antigoni_Papadopoulou,,office_holder
Antipope_Benedict_XIII,,religious_figure
Antje_Boetius,1967,academic
Antje_Jackelén,1955,religious_figure
Antjie_Krog,,author/journalist
